"","...1","...2","...3","...4"
"385",NA,"1213005. (Tuvalet Ve Güzellik Sabunu)","2022","33.901499999999999"
"386",NA,"1213006. (Sabun)","2022","38.056699999999999"
"387",NA,"1213007. (Parfümler)","2022","62.700899999999997"
"388",NA,"1213008. (Deodorantlar)","2022","28.555299999999999"
"389",NA,"1213009. (Misafir Kolonyası)","2022","43.535600000000002"
"390",NA,"1213010. (Cilt Ve Vücut Ürünleri)","2022","48.503900000000002"
"391",NA,"1213011. (Makyaj Malzemeleri)","2022","40.384999999999998"
"392",NA,"1213013. (Saç Bakım Ürünleri)","2022","53.032200000000003"
"393",NA,"1213014. (Tuvalet Kağıdı)","2022","2.6459999999999999"
"394",NA,"1213015. (Mendil)","2022","6.2256"
"395",NA,"1213017. (Bebek Bezi)","2022","1.6687000000000001"
"396",NA,"1213018. (Hijyenik Kadın Bağı)","2022","1.2927999999999999"
"397",NA,"1231001. (Mücevher (Altın))","2022","917.96990000000005"
"398",NA,"1231005. (Saatler)","2022","1633.2063000000001"
"399",NA,"1232101. (Seyahat Malzemeleri)","2022","545.15869999999995"
"400",NA,"1232104. (Çanta Kadın İçin)","2022","244.56569999999999"
"401",NA,"1232106. (Okul Çantası)","2022","177.208"
"402",NA,"1232201. (Şemsiye)","2022","72.004300000000001"
"403",NA,"1232203. (Bebek Arabası Ve Oto Koltuğu)","2022","1494.8812"
"404",NA,"1240001. (Kreş Ve Gündüz Bakım Evleri)","2022","1850.9567999999999"
"405",NA,"1252001. (Yangın, Hırsızlık Ve Diğer Afetler İçin Sigorta)","2022","256.23899999999998"
"406",NA,"1253002. (Sağlık Sigortası)","2022","1622.5119999999999"
"407",NA,"1254001. (Kasko Ve Zorunlu Trafik Sigortası)","2022","4457.4062000000004"
"408",NA,"1262006. (Banka İle Para Havale Ücreti)","2022","4.3403999999999998"
"409",NA,"1270001. (Resmi Evraklarla İlgili Hizmetler)","2022","206.7739"
"410",NA,"1270002. (Ulaşım Araçları İle İlgili Hizmetler)","2022","475.16640000000001"
"411",NA,"1270006. (Özel Kişi Ve Kuruşlarca Sağlanan Kişiye Özel Hizmetler)","2022","675"
"412",NA,"1270008. (Dökümantasyon İçin Ödenen Ücretler)","2022","1.0857000000000001"
